17	10001000
83	11001010
170	01010101
204	00110011
130	01000001
37	10100100
100	00100110
164	00100101
26	01011000
255	11111111
181	10101101
120	00011110
39	11100100
65	10000010
84	00101010
163	11000101
26	01011000
3	11000000
27	11011000
90	01011010
243	11001111
78	01110010
30	01111000
231	11100111
117	10101110
63	11111100
239	11110111
215	11101011
15	11110000
227	11000111
52	00101100
47	11110100
235	11010111
182	01101101
119	11101110
